Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
10490,14-03-2021 02:00,03-13-2021 01:00,13-03-2021 21:58,Bangalore South,532,ARSON,17,M,Knife,Fire Accident,10,No,
10492,14-03-2021 22:00,03-13-2021 03:00,13-03-2021 03:18,Bangalore North,557,PUBLIC INTOXICATION,19,M,None,Other Crime,7,No,
10504,14-03-2021 00:00,03-13-2021 15:00,13-03-2021 16:26,Bangalore East,304,CYBERCRIME,12,F,Other,Other Crime,17,No,
10505,14-03-2021 16:00,03-13-2021 16:00,14-03-2021 00:57,Bangalore North,198,VEHICLE - STOLEN,59,F,Blunt Object,Violent Crime,12,Yes,08-04-2021 16:00
10522,16-03-2021 03:00,03-14-2021 09:00,15-03-2021 00:14,Bangalore East,321,FIREARM OFFENSE,58,M,None,Fire Accident,18,No,
10524,15-03-2021 14:00,03-14-2021 11:00,14-03-2021 23:40,Bangalore West,262,HOMICIDE,27,F,Other,Other Crime,1,No,
10537,16-03-2021 01:00,03-15-2021 00:00,15-03-2021 16:16,Bangalore South,590,PUBLIC INTOXICATION,28,M,Knife,Other Crime,16,No,
10548,15-03-2021 19:00,03-15-2021 11:00,16-03-2021 06:25,Bangalore West,559,ARSON,69,F,Poison,Fire Accident,3,No,
10568,19-03-2021 00:00,03-16-2021 07:00,16-03-2021 19:20,Bangalore West,468,DOMESTIC VIOLENCE,55,F,Poison,Violent Crime,13,No,
10588,18-03-2021 02:00,03-17-2021 03:00,17-03-2021 22:54,Bangalore West,463,ILLEGAL POSSESSION,45,F,Other,Other Crime,6,Yes,08-06-2021 02:00
10589,19-03-2021 15:00,03-17-2021 04:00,17-03-2021 12:52,Bangalore East,410,VANDALISM,27,F,Poison,Other Crime,3,Yes,10-05-2021 15:00
10600,18-03-2021 18:00,03-17-2021 15:00,18-03-2021 11:30,Bangalore East,135,ROBBERY,13,M,Blunt Object,Violent Crime,6,No,
10603,19-03-2021 07:00,03-17-2021 18:00,18-03-2021 03:43,Bangalore West,531,TRAFFIC VIOLATION,58,F,Knife,Traffic Fatality,17,No,
10604,18-03-2021 05:00,03-17-2021 19:00,18-03-2021 15:28,Bangalore West,159,IDENTITY THEFT,29,F,Firearm,Violent Crime,17,Yes,06-05-2021 05:00
10609,18-03-2021 05:00,03-18-2021 00:00,18-03-2021 23:22,Bangalore South,132,SHOPLIFTING,16,F,Other,Other Crime,3,No,
10611,19-03-2021 08:00,03-18-2021 02:00,18-03-2021 11:19,Bangalore East,173,BURGLARY,74,M,Other,Other Crime,4,No,
10657,22-03-2021 05:00,03-20-2021 00:00,20-03-2021 21:18,Bangalore East,207,PUBLIC INTOXICATION,18,F,Other,Other Crime,4,No,
10664,22-03-2021 23:00,03-20-2021 07:00,21-03-2021 06:07,Bangalore West,283,ASSAULT,79,M,None,Violent Crime,3,Yes,14-05-2021 23:00
10671,22-03-2021 12:00,03-20-2021 14:00,21-03-2021 07:14,Bangalore West,549,SHOPLIFTING,66,F,Knife,Other Crime,11,Yes,02-06-2021 12:00
10672,22-03-2021 15:00,03-20-2021 15:00,20-03-2021 21:02,Bangalore South,432,ARSON,22,F,Explosives,Fire Accident,10,No,
10676,21-03-2021 23:00,03-20-2021 19:00,21-03-2021 11:25,Bangalore South,159,TRAFFIC VIOLATION,71,F,Explosives,Traffic Fatality,12,No,
10691,22-03-2021 20:00,03-21-2021 10:00,21-03-2021 15:07,Bangalore South,371,EXTORTION,22,M,Blunt Object,Other Crime,12,No,
10697,21-03-2021 19:00,03-21-2021 16:00,21-03-2021 19:37,Bangalore South,404,FRAUD,45,F,Explosives,Other Crime,5,Yes,06-04-2021 19:00
10706,24-03-2021 03:00,03-22-2021 01:00,22-03-2021 15:14,Bangalore West,491,ROBBERY,14,F,Firearm,Violent Crime,6,No,
10715,25-03-2021 00:00,03-22-2021 10:00,22-03-2021 16:13,Bangalore East,585,EXTORTION,37,F,Explosives,Other Crime,5,Yes,20-04-2021 00:00
10725,23-03-2021 20:00,03-22-2021 20:00,23-03-2021 07:02,Bangalore East,516,DOMESTIC VIOLENCE,21,M,None,Violent Crime,19,No,
10729,24-03-2021 21:00,03-23-2021 00:00,23-03-2021 22:02,Bangalore West,599,TRAFFIC VIOLATION,11,F,Firearm,Traffic Fatality,1,No,
10740,24-03-2021 22:00,03-23-2021 11:00,23-03-2021 17:25,Bangalore North,127,DRUG OFFENSE,37,F,None,Other Crime,3,No,
10742,24-03-2021 23:00,03-23-2021 13:00,23-03-2021 21:59,Bangalore South,447,COUNTERFEITING,32,F,None,Other Crime,7,Yes,09-05-2021 23:00
10743,25-03-2021 10:00,03-23-2021 14:00,23-03-2021 19:59,Bangalore West,306,VEHICLE - STOLEN,22,M,Blunt Object,Violent Crime,8,No,
10753,24-03-2021 22:00,03-24-2021 00:00,24-03-2021 03:01,Bangalore North,356,KIDNAPPING,12,M,Firearm,Other Crime,3,Yes,08-04-2021 22:00
10777,25-03-2021 06:00,03-25-2021 00:00,25-03-2021 13:36,Bangalore South,522,EXTORTION,29,M,Blunt Object,Other Crime,15,No,
10781,26-03-2021 00:00,03-25-2021 04:00,25-03-2021 23:23,Bangalore East,350,COUNTERFEITING,73,F,None,Other Crime,15,No,
10801,26-03-2021 16:00,03-26-2021 00:00,26-03-2021 05:00,Bangalore South,269,DOMESTIC VIOLENCE,12,F,Firearm,Violent Crime,1,No,
10859,28-03-2021 14:00,03-28-2021 10:00,28-03-2021 11:31,Bangalore North,109,EXTORTION,64,F,None,Other Crime,5,Yes,26-04-2021 14:00
10870,29-03-2021 13:00,03-28-2021 21:00,29-03-2021 08:06,Bangalore South,217,BURGLARY,51,M,Other,Other Crime,5,No,
10892,31-03-2021 11:00,03-29-2021 19:00,30-03-2021 16:00,Bangalore East,162,COUNTERFEITING,25,M,Explosives,Other Crime,17,No,
10894,31-03-2021 10:00,03-29-2021 21:00,30-03-2021 04:30,Bangalore West,135,DOMESTIC VIOLENCE,13,F,Blunt Object,Violent Crime,4,Yes,12-05-2021 10:00
10900,31-03-2021 10:00,03-30-2021 03:00,30-03-2021 19:06,Bangalore West,590,DOMESTIC VIOLENCE,32,F,Other,Violent Crime,7,No,
10926,01-04-2021 04:00,03-31-2021 05:00,31-03-2021 05:03,Bangalore North,214,ILLEGAL POSSESSION,15,M,Other,Other Crime,2,Yes,30-04-2021 04:00
10929,02-04-2021 13:00,03-31-2021 08:00,01-04-2021 06:42,Bangalore South,322,ASSAULT,43,F,Blunt Object,Violent Crime,15,Yes,09-06-2021 13:00
10953,02-04-2021 05:00,04-01-2021 08:00,01-04-2021 12:32,Bangalore North,382,PUBLIC INTOXICATION,22,M,Other,Other Crime,17,No,
10960,03-04-2021 21:00,04-01-2021 15:00,01-04-2021 23:24,Bangalore East,374,PUBLIC INTOXICATION,49,F,Firearm,Other Crime,4,No,
10975,04-04-2021 20:00,04-02-2021 06:00,02-04-2021 18:11,Bangalore West,456,DOMESTIC VIOLENCE,10,F,Blunt Object,Violent Crime,5,No,
10979,02-04-2021 20:00,04-02-2021 10:00,02-04-2021 12:22,Bangalore North,176,HOMICIDE,56,M,Firearm,Other Crime,4,No,
10984,04-04-2021 14:00,04-02-2021 15:00,03-04-2021 11:00,Bangalore South,399,FRAUD,59,F,Explosives,Other Crime,5,No,
11000,03-04-2021 20:00,04-03-2021 07:00,04-04-2021 02:38,Bangalore East,558,SHOPLIFTING,21,F,None,Other Crime,10,No,
11002,06-04-2021 00:00,04-03-2021 09:00,03-04-2021 20:45,Bangalore West,424,IDENTITY THEFT,47,F,Explosives,Violent Crime,1,No,
11006,05-04-2021 01:00,04-03-2021 13:00,04-04-2021 10:29,Bangalore West,547,DOMESTIC VIOLENCE,68,M,Other,Violent Crime,2,No,
11010,04-04-2021 03:00,04-03-2021 17:00,04-04-2021 16:23,Bangalore North,514,BURGLARY,21,F,Knife,Other Crime,17,Yes,06-08-2021 03:00
11018,06-04-2021 02:00,04-04-2021 01:00,04-04-2021 02:01,Bangalore South,190,PUBLIC INTOXICATION,20,M,Explosives,Other Crime,15,Yes,24-04-2021 02:00
11039,07-04-2021 17:00,04-04-2021 22:00,05-04-2021 00:57,Bangalore North,307,SEXUAL ASSAULT,13,F,Blunt Object,Violent Crime,16,No,
11042,05-04-2021 07:00,04-05-2021 01:00,05-04-2021 02:33,Bangalore South,121,COUNTERFEITING,71,F,Blunt Object,Other Crime,12,No,
11051,08-04-2021 09:00,04-05-2021 10:00,06-04-2021 08:19,Bangalore West,406,DOMESTIC VIOLENCE,32,F,Poison,Violent Crime,17,No,
11052,07-04-2021 10:00,04-05-2021 11:00,05-04-2021 19:19,Bangalore West,249,SHOPLIFTING,17,F,Blunt Object,Other Crime,3,Yes,21-04-2021 10:00
11055,08-04-2021 08:00,04-05-2021 14:00,05-04-2021 22:46,Bangalore West,473,VEHICLE - STOLEN,57,F,None,Violent Crime,2,Yes,30-06-2021 08:00
11059,06-04-2021 15:00,04-05-2021 18:00,06-04-2021 14:16,Bangalore West,317,BURGLARY,10,F,Firearm,Other Crime,15,Yes,17-06-2021 15:00
11074,07-04-2021 08:00,04-06-2021 09:00,07-04-2021 02:59,Bangalore North,544,KIDNAPPING,30,F,Explosives,Other Crime,4,Yes,12-06-2021 08:00
11094,09-04-2021 19:00,04-07-2021 05:00,07-04-2021 11:03,Bangalore East,255,ILLEGAL POSSESSION,44,M,None,Other Crime,12,Yes,15-06-2021 19:00
11155,11-04-2021 12:00,04-09-2021 18:00,10-04-2021 17:05,Bangalore West,500,ASSAULT,73,F,None,Violent Crime,3,Yes,22-06-2021 12:00
11158,10-04-2021 23:00,04-09-2021 21:00,09-04-2021 23:26,Bangalore North,105,VEHICLE - STOLEN,71,F,Poison,Violent Crime,1,Yes,21-06-2021 23:00
11168,12-04-2021 09:00,04-10-2021 07:00,10-04-2021 21:15,Bangalore North,389,ASSAULT,69,F,Poison,Violent Crime,6,Yes,01-06-2021 09:00
11175,11-04-2021 05:00,04-10-2021 14:00,10-04-2021 16:57,Bangalore East,393,VEHICLE - STOLEN,76,F,Firearm,Violent Crime,9,No,
11194,13-04-2021 16:00,04-11-2021 09:00,11-04-2021 15:12,Bangalore North,460,ASSAULT,25,F,Explosives,Violent Crime,13,No,
11226,14-04-2021 10:00,04-12-2021 17:00,12-04-2021 23:51,Bangalore East,564,BURGLARY,22,M,Blunt Object,Other Crime,2,Yes,20-08-2021 10:00
11236,15-04-2021 00:00,04-13-2021 03:00,13-04-2021 10:58,Bangalore East,343,DOMESTIC VIOLENCE,41,F,None,Violent Crime,16,No,
11252,15-04-2021 10:00,04-13-2021 19:00,14-04-2021 17:20,Bangalore East,520,VANDALISM,58,F,Blunt Object,Other Crime,7,Yes,29-06-2021 10:00
11256,14-04-2021 22:00,04-13-2021 23:00,14-04-2021 19:17,Bangalore North,250,IDENTITY THEFT,36,M,Poison,Violent Crime,12,No,
11260,14-04-2021 09:00,04-14-2021 03:00,14-04-2021 23:45,Bangalore East,566,ARSON,40,F,Knife,Fire Accident,5,Yes,04-05-2021 09:00
11268,15-04-2021 01:00,04-14-2021 11:00,15-04-2021 04:46,Bangalore East,166,EXTORTION,67,M,Knife,Other Crime,12,No,
11273,16-04-2021 19:00,04-14-2021 16:00,15-04-2021 11:27,Bangalore East,285,ARSON,69,F,None,Fire Accident,18,No,
11277,17-04-2021 16:00,04-14-2021 20:00,14-04-2021 22:08,Bangalore East,592,VANDALISM,48,F,Poison,Other Crime,10,Yes,22-05-2021 16:00
11284,15-04-2021 12:00,04-15-2021 03:00,15-04-2021 09:10,Bangalore West,579,PUBLIC INTOXICATION,38,F,Other,Other Crime,10,Yes,19-04-2021 12:00
11288,15-04-2021 09:00,04-15-2021 07:00,15-04-2021 09:23,Bangalore South,112,KIDNAPPING,69,F,Firearm,Other Crime,1,No,
11299,16-04-2021 12:00,04-15-2021 18:00,16-04-2021 16:16,Bangalore North,268,COUNTERFEITING,18,M,Blunt Object,Other Crime,10,Yes,23-04-2021 12:00
11336,17-04-2021 18:00,04-17-2021 07:00,17-04-2021 11:39,Bangalore West,571,HOMICIDE,62,F,Firearm,Other Crime,8,Yes,27-02-2023 18:00
11339,19-04-2021 21:00,04-17-2021 10:00,17-04-2021 12:33,Bangalore North,325,FIREARM OFFENSE,26,F,Blunt Object,Fire Accident,19,No,
11352,18-04-2021 09:00,04-17-2021 23:00,18-04-2021 09:53,Bangalore East,169,VEHICLE - STOLEN,21,F,Firearm,Violent Crime,1,Yes,10-07-2021 09:00
11370,20-04-2021 19:00,04-18-2021 17:00,18-04-2021 20:55,Bangalore North,376,FRAUD,40,F,Other,Other Crime,19,Yes,22-06-2021 19:00
11389,21-04-2021 22:00,04-19-2021 12:00,19-04-2021 16:36,Bangalore East,592,DRUG OFFENSE,34,M,Explosives,Other Crime,16,No,
11404,22-04-2021 15:00,04-20-2021 03:00,20-04-2021 14:13,Bangalore North,474,SEXUAL ASSAULT,60,F,Explosives,Violent Crime,7,No,
11414,20-04-2021 21:00,04-20-2021 13:00,21-04-2021 05:36,Bangalore East,167,VEHICLE - STOLEN,31,M,Knife,Violent Crime,6,Yes,10-06-2021 21:00
11435,24-04-2021 05:00,04-21-2021 10:00,21-04-2021 22:08,Bangalore West,517,HOMICIDE,67,M,Explosives,Other Crime,17,No,
11439,24-04-2021 04:00,04-21-2021 14:00,21-04-2021 20:46,Bangalore North,124,SHOPLIFTING,67,F,Firearm,Other Crime,7,Yes,27-06-2021 04:00
11444,23-04-2021 03:00,04-21-2021 19:00,21-04-2021 23:43,Bangalore West,546,SEXUAL ASSAULT,41,F,Poison,Violent Crime,10,Yes,13-03-2022 03:00
11457,24-04-2021 01:00,04-22-2021 08:00,22-04-2021 14:17,Bangalore North,388,FRAUD,17,F,Explosives,Other Crime,7,Yes,14-05-2021 01:00
11459,24-04-2021 11:00,04-22-2021 10:00,23-04-2021 08:33,Bangalore West,268,ARSON,54,F,Explosives,Fire Accident,1,Yes,22-06-2021 11:00
11460,23-04-2021 13:00,04-22-2021 11:00,22-04-2021 11:01,Bangalore North,152,DOMESTIC VIOLENCE,22,M,None,Violent Crime,18,Yes,28-06-2021 13:00
11463,23-04-2021 12:00,04-22-2021 14:00,22-04-2021 17:59,Bangalore North,276,DRUG OFFENSE,61,F,Poison,Other Crime,16,Yes,14-06-2021 12:00
11525,27-04-2021 05:00,04-25-2021 04:00,25-04-2021 06:51,Bangalore East,461,FIREARM OFFENSE,34,M,None,Fire Accident,6,No,
11530,28-04-2021 05:00,04-25-2021 09:00,25-04-2021 09:09,Bangalore West,229,ARSON,47,F,Explosives,Fire Accident,17,Yes,11-07-2021 05:00
11536,26-04-2021 02:00,04-25-2021 15:00,25-04-2021 16:55,Bangalore East,461,FRAUD,33,M,Explosives,Other Crime,1,Yes,14-05-2021 02:00
11548,28-04-2021 05:00,04-26-2021 03:00,26-04-2021 16:41,Bangalore East,236,SHOPLIFTING,27,M,Explosives,Other Crime,15,Yes,17-06-2021 05:00
11596,28-04-2021 10:00,04-28-2021 03:00,28-04-2021 20:42,Bangalore North,506,VANDALISM,34,F,Poison,Other Crime,12,No,
11604,28-04-2021 13:00,04-28-2021 11:00,29-04-2021 04:17,Bangalore South,251,ASSAULT,37,F,Other,Violent Crime,14,No,
11625,30-04-2021 17:00,04-29-2021 08:00,29-04-2021 10:00,Bangalore South,558,PUBLIC INTOXICATION,14,F,Explosives,Other Crime,6,No,
11639,30-04-2021 05:00,04-29-2021 22:00,30-04-2021 21:01,Bangalore North,455,HOMICIDE,18,M,Poison,Other Crime,7,No,
11655,01-05-2021 04:00,04-30-2021 14:00,01-05-2021 05:24,Bangalore East,290,ILLEGAL POSSESSION,44,M,Poison,Other Crime,15,Yes,24-05-2021 04:00
11663,03-05-2021 04:00,04-30-2021 22:00,01-05-2021 12:14,Bangalore West,184,VEHICLE - STOLEN,68,F,Poison,Violent Crime,18,No,
11689,03-05-2021 09:00,05-02-2021 00:00,02-05-2021 22:36,Bangalore East,148,VANDALISM,12,F,Firearm,Other Crime,17,No,
11692,04-05-2021 05:00,05-02-2021 03:00,02-05-2021 18:42,Bangalore North,384,KIDNAPPING,10,F,Other,Other Crime,7,Yes,11-07-2021 05:00
11704,03-05-2021 00:00,05-02-2021 15:00,02-05-2021 16:09,Bangalore East,146,SHOPLIFTING,71,F,Blunt Object,Other Crime,17,Yes,21-05-2021 00:00
11706,03-05-2021 00:00,05-02-2021 17:00,03-05-2021 11:18,Bangalore West,528,FRAUD,24,F,Firearm,Other Crime,5,Yes,30-07-2021 00:00
11707,04-05-2021 04:00,05-02-2021 18:00,03-05-2021 06:44,Bangalore West,418,PUBLIC INTOXICATION,28,M,Other,Other Crime,18,Yes,02-06-2021 04:00
11727,06-05-2021 08:00,05-03-2021 14:00,04-05-2021 12:32,Bangalore North,192,FIREARM OFFENSE,18,F,Poison,Fire Accident,14,No,
11735,04-05-2021 14:00,05-03-2021 22:00,04-05-2021 11:35,Bangalore South,395,EXTORTION,30,M,Knife,Other Crime,2,No,
11767,06-05-2021 04:00,05-05-2021 06:00,06-05-2021 04:31,Bangalore South,347,HOMICIDE,30,F,None,Other Crime,7,Yes,23-02-2023 04:00
11811,07-05-2021 22:00,05-07-2021 02:00,08-05-2021 01:00,Bangalore South,239,BURGLARY,73,F,Other,Other Crime,4,Yes,25-08-2021 22:00
11821,08-05-2021 21:00,05-07-2021 12:00,08-05-2021 10:19,Bangalore South,398,ILLEGAL POSSESSION,11,F,Firearm,Other Crime,2,Yes,07-06-2021 21:00
11828,08-05-2021 10:00,05-07-2021 19:00,08-05-2021 13:20,Bangalore South,200,BURGLARY,42,M,Explosives,Other Crime,12,Yes,20-10-2021 10:00
11829,10-05-2021 06:00,05-07-2021 20:00,08-05-2021 00:36,Bangalore West,282,DOMESTIC VIOLENCE,18,F,Blunt Object,Violent Crime,16,No,
11831,08-05-2021 19:00,05-07-2021 22:00,08-05-2021 06:55,Bangalore North,255,ILLEGAL POSSESSION,47,M,Other,Other Crime,12,Yes,17-07-2021 19:00
11837,08-05-2021 06:00,05-08-2021 04:00,08-05-2021 20:32,Bangalore East,336,IDENTITY THEFT,17,F,Poison,Violent Crime,12,Yes,27-05-2021 06:00
11838,08-05-2021 16:00,05-08-2021 05:00,09-05-2021 02:57,Bangalore North,372,ASSAULT,36,F,Other,Violent Crime,10,Yes,09-07-2021 16:00
11850,10-05-2021 02:00,05-08-2021 17:00,09-05-2021 00:25,Bangalore West,255,FRAUD,78,M,None,Other Crime,19,No,
11852,08-05-2021 21:00,05-08-2021 19:00,09-05-2021 08:06,Bangalore East,176,DRUG OFFENSE,10,F,Poison,Other Crime,7,Yes,03-08-2021 21:00
11889,12-05-2021 19:00,05-10-2021 08:00,11-05-2021 07:35,Bangalore South,307,ASSAULT,16,F,Blunt Object,Violent Crime,7,Yes,21-06-2021 19:00
11892,13-05-2021 07:00,05-10-2021 11:00,10-05-2021 11:19,Bangalore South,521,ILLEGAL POSSESSION,19,F,Blunt Object,Other Crime,4,No,
11896,10-05-2021 18:00,05-10-2021 15:00,11-05-2021 01:55,Bangalore South,444,ASSAULT,19,F,Blunt Object,Violent Crime,9,No,
11915,12-05-2021 06:00,05-11-2021 10:00,11-05-2021 11:38,Bangalore South,547,DOMESTIC VIOLENCE,68,F,Blunt Object,Violent Crime,2,Yes,01-07-2021 06:00
11917,12-05-2021 13:00,05-11-2021 12:00,12-05-2021 10:35,Bangalore South,572,DOMESTIC VIOLENCE,43,F,Other,Violent Crime,6,No,
11922,14-05-2021 01:00,05-11-2021 17:00,12-05-2021 08:01,Bangalore North,298,TRAFFIC VIOLATION,39,M,None,Traffic Fatality,11,Yes,02-06-2021 01:00
11941,13-05-2021 19:00,05-12-2021 12:00,13-05-2021 11:15,Bangalore East,256,FIREARM OFFENSE,42,F,Poison,Fire Accident,11,No,
11949,15-05-2021 13:00,05-12-2021 20:00,13-05-2021 10:52,Bangalore West,574,IDENTITY THEFT,43,F,Explosives,Violent Crime,8,No,
11964,14-05-2021 12:00,05-13-2021 11:00,13-05-2021 22:14,Bangalore South,362,TRAFFIC VIOLATION,68,F,Blunt Object,Traffic Fatality,6,No,
11973,16-05-2021 11:00,05-13-2021 20:00,14-05-2021 18:32,Bangalore South,311,FRAUD,75,F,Knife,Other Crime,13,No,
11992,15-05-2021 12:00,05-14-2021 15:00,15-05-2021 08:46,Bangalore East,489,ARSON,74,F,Firearm,Fire Accident,7,No,
12010,16-05-2021 15:00,05-15-2021 09:00,15-05-2021 10:26,Bangalore North,184,DRUG OFFENSE,42,F,None,Other Crime,2,No,
12052,20-05-2021 02:00,05-17-2021 03:00,17-05-2021 23:43,Bangalore West,556,FRAUD,51,M,Firearm,Other Crime,9,Yes,09-07-2021 02:00
12066,18-05-2021 17:00,05-17-2021 17:00,17-05-2021 22:53,Bangalore South,111,DOMESTIC VIOLENCE,15,F,Explosives,Violent Crime,10,Yes,09-06-2021 17:00
12074,19-05-2021 05:00,05-18-2021 01:00,18-05-2021 06:34,Bangalore East,326,ROBBERY,34,M,Firearm,Violent Crime,15,No,
12075,19-05-2021 21:00,05-18-2021 02:00,18-05-2021 04:09,Bangalore East,579,ILLEGAL POSSESSION,61,F,Blunt Object,Other Crime,5,No,
12091,19-05-2021 14:00,05-18-2021 18:00,19-05-2021 06:09,Bangalore North,285,VANDALISM,28,M,Blunt Object,Other Crime,1,No,
12095,19-05-2021 00:00,05-18-2021 22:00,19-05-2021 09:10,Bangalore North,575,ROBBERY,33,F,Knife,Violent Crime,10,Yes,26-08-2021 00:00
12101,19-05-2021 21:00,05-19-2021 04:00,20-05-2021 02:41,Bangalore West,586,FRAUD,40,M,Explosives,Other Crime,11,Yes,24-06-2021 21:00
12131,22-05-2021 20:00,05-20-2021 10:00,21-05-2021 08:47,Bangalore South,545,COUNTERFEITING,66,F,Knife,Other Crime,3,Yes,14-07-2021 20:00
12136,22-05-2021 21:00,05-20-2021 15:00,20-05-2021 22:13,Bangalore North,515,SHOPLIFTING,62,F,Knife,Other Crime,18,Yes,11-08-2021 21:00
12142,23-05-2021 03:00,05-20-2021 21:00,21-05-2021 01:43,Bangalore North,214,FIREARM OFFENSE,48,F,None,Fire Accident,1,Yes,07-06-2021 03:00
12169,23-05-2021 15:00,05-22-2021 00:00,22-05-2021 17:57,Bangalore West,397,VEHICLE - STOLEN,66,M,Other,Violent Crime,17,Yes,02-06-2021 15:00
12204,24-05-2021 03:00,05-23-2021 11:00,24-05-2021 05:09,Bangalore North,249,DOMESTIC VIOLENCE,78,F,Firearm,Violent Crime,2,No,
12216,25-05-2021 01:00,05-23-2021 23:00,24-05-2021 14:34,Bangalore East,334,BURGLARY,43,F,Other,Other Crime,2,Yes,26-10-2021 01:00
12217,25-05-2021 23:00,05-24-2021 00:00,24-05-2021 00:27,Bangalore North,596,ILLEGAL POSSESSION,64,F,Poison,Other Crime,4,No,
12219,25-05-2021 11:00,05-24-2021 02:00,24-05-2021 05:14,Bangalore East,136,DRUG OFFENSE,39,F,Explosives,Other Crime,6,Yes,13-08-2021 11:00
12227,25-05-2021 16:00,05-24-2021 10:00,24-05-2021 19:40,Bangalore South,141,VANDALISM,15,M,Other,Other Crime,15,Yes,17-06-2021 16:00
12229,27-05-2021 05:00,05-24-2021 12:00,24-05-2021 13:01,Bangalore East,437,HOMICIDE,63,F,Poison,Other Crime,3,Yes,07-01-2023 05:00
12237,26-05-2021 00:00,05-24-2021 20:00,25-05-2021 01:53,Bangalore East,313,DOMESTIC VIOLENCE,62,F,Firearm,Violent Crime,16,No,
12254,27-05-2021 23:00,05-25-2021 13:00,26-05-2021 08:25,Bangalore North,589,ROBBERY,48,F,Explosives,Violent Crime,19,No,
12278,28-05-2021 05:00,05-26-2021 13:00,27-05-2021 06:31,Bangalore West,101,VANDALISM,67,F,None,Other Crime,11,Yes,25-06-2021 05:00
12283,28-05-2021 13:00,05-26-2021 18:00,27-05-2021 01:46,Bangalore North,570,COUNTERFEITING,36,F,Firearm,Other Crime,5,Yes,23-08-2021 13:00
12287,27-05-2021 01:00,05-26-2021 22:00,26-05-2021 22:10,Bangalore South,181,PUBLIC INTOXICATION,60,F,Knife,Other Crime,6,No,
12306,28-05-2021 13:00,05-27-2021 17:00,28-05-2021 12:39,Bangalore East,113,PUBLIC INTOXICATION,13,F,Firearm,Other Crime,15,No,
12319,29-05-2021 10:00,05-28-2021 06:00,28-05-2021 07:46,Bangalore East,109,KIDNAPPING,65,M,Poison,Other Crime,16,No,
12325,30-05-2021 09:00,05-28-2021 12:00,28-05-2021 19:28,Bangalore North,376,VANDALISM,57,F,Other,Other Crime,2,Yes,07-06-2021 09:00
12347,29-05-2021 21:00,05-29-2021 10:00,30-05-2021 05:10,Bangalore North,433,VANDALISM,13,M,Other,Other Crime,10,No,
12351,31-05-2021 06:00,05-29-2021 14:00,30-05-2021 13:01,Bangalore South,149,SEXUAL ASSAULT,23,F,Blunt Object,Violent Crime,15,No,
12378,31-05-2021 20:00,05-30-2021 17:00,30-05-2021 22:16,Bangalore South,466,PUBLIC INTOXICATION,58,F,Knife,Other Crime,6,No,
12380,02-06-2021 05:00,05-30-2021 19:00,30-05-2021 20:23,Bangalore North,446,TRAFFIC VIOLATION,25,F,Other,Traffic Fatality,2,No,
12402,01-06-2021 17:00,05-31-2021 17:00,31-05-2021 21:50,Bangalore North,476,EXTORTION,44,F,Other,Other Crime,12,Yes,24-08-2021 17:00
12408,01-06-2021 13:00,05-31-2021 23:00,01-06-2021 17:26,Bangalore South,460,VANDALISM,65,F,Knife,Other Crime,17,Yes,08-06-2021 13:00
12409,03-06-2021 02:00,06-01-2021 00:00,01-06-2021 23:49,Bangalore East,292,IDENTITY THEFT,18,F,Firearm,Violent Crime,9,Yes,18-07-2021 02:00
12436,04-06-2021 15:00,06-02-2021 03:00,02-06-2021 03:18,Bangalore West,119,ASSAULT,32,M,Other,Violent Crime,12,No,
12452,04-06-2021 02:00,06-02-2021 19:00,03-06-2021 14:55,Bangalore North,195,FRAUD,70,F,None,Other Crime,19,No,
12463,06-06-2021 03:00,06-03-2021 06:00,03-06-2021 10:46,Bangalore West,144,EXTORTION,17,F,Blunt Object,Other Crime,17,Yes,13-08-2021 03:00
12471,05-06-2021 22:00,06-03-2021 14:00,04-06-2021 05:20,Bangalore South,103,DOMESTIC VIOLENCE,31,F,Poison,Violent Crime,14,No,
12475,05-06-2021 02:00,06-03-2021 18:00,03-06-2021 20:18,Bangalore South,436,TRAFFIC VIOLATION,17,M,Blunt Object,Traffic Fatality,16,No,
12486,05-06-2021 02:00,06-04-2021 05:00,04-06-2021 13:32,Bangalore West,235,VEHICLE - STOLEN,66,F,None,Violent Crime,11,No,
12505,07-06-2021 19:00,06-05-2021 00:00,05-06-2021 07:05,Bangalore East,432,ASSAULT,74,F,Poison,Violent Crime,1,Yes,09-07-2021 19:00
12511,06-06-2021 20:00,06-05-2021 06:00,05-06-2021 21:35,Bangalore East,590,VEHICLE - STOLEN,17,F,None,Violent Crime,18,No,
12535,07-06-2021 14:00,06-06-2021 06:00,06-06-2021 15:34,Bangalore West,313,DRUG OFFENSE,55,F,Blunt Object,Other Crime,8,Yes,18-08-2021 14:00
12538,06-06-2021 13:00,06-06-2021 09:00,07-06-2021 07:42,Bangalore East,222,FIREARM OFFENSE,36,F,Blunt Object,Fire Accident,5,Yes,22-07-2021 13:00
12542,08-06-2021 23:00,06-06-2021 13:00,07-06-2021 04:09,Bangalore North,485,EXTORTION,73,F,Firearm,Other Crime,2,Yes,19-08-2021 23:00
12576,08-06-2021 23:00,06-07-2021 23:00,08-06-2021 04:17,Bangalore West,570,DOMESTIC VIOLENCE,46,F,Other,Violent Crime,16,No,
